Level3	G5R2_MAIN_09MAY2016_LD1	G5R4_NF_09MAY2016_LD1	G5R1_NF_09MAY2016_LD1	G5R2_NF_09MAY2016_LD1	G5R4_MAIN_09MAY2016_LD1	G5R1_MAIN_09MAY2016_LD1	G5R3_NF_09MAY2016_LD1	G5R3_MAIN_09MAY2016_LD1	G5R1_MAIN_31MAY2016_LD1	G5R4_MAIN_31MAY2016_LD1	G5R4_NF_31MAY2016_LD1	G5R2_MAIN_31MAY2016_LD1	G5R1_NF_31MAY2016_LD1	G5R2_NF_31MAY2016_LD1	G5R3_NF_31MAY2016_LD1	G5R3_MAIN_31MAY2016_LD1	G5R4_NF_20JUN2016_LD1	G5R4_MAIN_20JUN2016_LD1	G5R3_NF_20JUN2016_LD1	G5R1_MAIN_20JUN2016_LD1	G5R3_MAIN_20JUN2016_LD1	G5R2_NF_20JUN2016_LD1	G5R2_MAIN_20JUN2016_LD1	G5R1_NF_20JUN2016_LD1	G5R4_NF_12JUL2016_LD1	G5R2_NF_12JUL2016_LD1	G5R2_MAIN_12JUL2016_LD1	G5R1_MAIN_12JUL2016_LD1	G5R4_MAIN_12JUL2016_LD1	G5R3_NF_12JUL2016_LD1	G5R1_NF_12JUL2016_LD1	G5R3_MAIN_12JUL2016_LD1	G5R3_NF_01AUG2016_LD1	G5R4_NF_01AUG2016_LD1	G5R2_MAIN_01AUG2016_LD1	G5R1_MAIN_01AUG2016_LD1	G5R2_NF_01AUG2016_LD1	G5R4_MAIN_01AUG2016_LD1	G5R1_NF_01AUG2016_LD1	G5R3_MAIN_01AUG2016_LD1	G5R3_MAIN_22AUG2016_LD1	G5R1_NF_22AUG2016_LD1	G5R2_NF_22AUG2016_LD1	G5R4_NF_22AUG2016_LD1	G5R2_MAIN_22AUG2016_LD1	G5R1_MAIN_22AUG2016_LD1	G5R3_NF_22AUG2016_LD1	G5R4_MAIN_22AUG2016_LD1	G5R2_NF_12SEP2016_LD1	G5R2_MAIN_12SEP2016_LD1	G5R1_MAIN_12SEP2016_LD1	G5R4_NF_12SEP2016_LD1	G5R1_NF_12SEP2016_LD1	G5R3_MAIN_12SEP2016_LD1	G5R3_NF_12SEP2016_LD1	G5R4_MAIN_12SEP2016_LD1	G5R1_MAIN_03OCT2016_LD1	G5R2_NF_03OCT2016_LD1	G5R2_MAIN_03OCT2016_LD1	G5R4_MAIN_03OCT2016_LD1	G5R3_MAIN_03OCT2016_LD1	G5R1_NF_03OCT2016_LD1	G5R3_NF_03OCT2016_LD1	G5R4_NF_03OCT2016_LD1
Betalain biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.074759515910086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.30469560709115	18.458680889065786	15.734199796932293	15.832178405169167	0.0	14.659109551156693	0.0	15.682512618075886	18.03450206832	15.962758412886012	16.297251634134454	16.067666827735298	16.807117318974665	0.0	15.689004882230495	15.169368184885	15.427957060983541	15.934399053255278	15.512459223221565	15.092758352863674	15.659856659205543	15.836670038147007	16.07436912979295	15.576738922690955	15.759401312967348
Biosynthesis of secondary metabolites	18.68209317015401	19.271423318984105	22.3374264087183	22.487550345323424	21.173008944153263	21.477674475373426	19.417080113377956	23.08452972264186	20.543474306178897	23.125265521269828	22.538971896525652	22.860715289999398	19.171310423794157	22.523577246974998	22.88653740984792	24.262230843410006	20.130520009328883	18.88267822068247	17.765963431560543	18.07216485637071	20.90834501487041	20.050113854013272	19.749438185318247	18.6945958053164	19.453119557322616	18.732004935072126	18.767877141351	19.371997487802247	19.040350418030652	18.023653569395407	18.56897086147463	18.343249019962276	17.0776504627398	17.621960031764296	16.576405133907784	17.612541329020797	17.259893279932786	17.30764357130719	16.66346265116901	17.08990605868551	15.079288495174493	15.60684425849509	15.90711377402804	16.29633398789708	15.288393979920837	15.453531459021589	15.44823376679498	15.194206228884143	15.378308000563486	15.15740437391788	14.91175749283193	15.317303886800136	15.16023115978392	15.073215349203256	14.894079430981051	14.817991441173108	14.819486889266189	14.873901312699454	14.78529490391111	14.81591734555375	14.77297354869461	14.913077449407925	14.870943302926488	14.860071422407932
Biosynthesis of siderophore group nonribosomal peptides	21.58893115935018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.792557675613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.51133807347856	18.587772984110718	0.0	15.98035805048366	16.48292910433156	18.823077297181367	0.0	19.025670505438917	0.0	16.08339744436839	16.77662235545939	18.285692321428105	18.23927536651243	16.574584629884267	17.050748412102333	16.904615493304014	15.966249574179512	16.445576937505233	16.557442809922854	16.158521745929654	16.23174688338149	16.20355828068703	15.8710530879577	16.011760129495276	15.720514855861333	15.353868228247341	15.339824706182705	15.03143771952609	15.50173873784324	15.109644012983187	15.351067298868616	15.587432975142224	14.8004856583285
Biosynthesis of vancomycin group antibiotics	18.896934716831346	0.0	21.24107357750592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.83046812920937	0.0	0.0	0.0	0.0	0.0	17.99663790424924	20.228559475964953	0.0	0.0	0.0	18.767821663613343	0.0	0.0	0.0	18.30931560320739	19.61201777232999	17.560088011436	18.805738964579344	0.0	17.196925299428752	17.97368473791837	16.968445245328617	17.76566848402485	18.16534711210315	17.535854056813136	16.375538534360775	17.36257896237304	15.067123382472882	15.69317964935515	16.05301659429957	16.777861402849545	15.467292981235365	15.606225234427702	15.670895070106209	15.32302981285399	15.209906709909559	14.970427540277658	14.758753243771132	15.100617880050832	15.18477639859171	14.877340834744764	14.571708495338163	14.475926713558497	14.642987945578003	14.662949319069421	14.455742567990766	14.534129127670752	14.45518541495165	14.574557591070684	14.597722161705418	14.643398176096472
Biotin metabolism	18.057407158569866	19.341895600714324	23.199669875440968	0.0	21.05758376869664	20.785321665454287	19.57789045494126	0.0	19.140733831290426	0.0	0.0	21.416874944826525	19.01227599784713	0.0	0.0	18.239787628342278	19.106815360384477	19.05972275017472	16.898823394838015	17.029879045398378	21.110455471058515	20.6165654296383	18.289162931635282	17.423653376394537	19.59178082082975	18.50911161123476	17.430175143950667	20.753655896175523	17.737959647804065	16.839437787169	18.096681447881224	19.533963713474574	17.19297669102802	17.64326644678426	16.666488073002867	17.65964993174543	16.759680195118925	16.907579211383492	16.69881541146791	16.717044311778285	15.181296600915307	15.301130425190623	15.682628904866485	16.271815027436585	15.12478391346329	15.589201493476063	15.331368367202279	15.225751779196044	15.50624688898499	15.284135484934009	14.968366935753561	15.441575262788138	15.39736313430328	15.213086684301162	14.984810385387066	14.721055200546466	14.844302415218573	14.964222342409915	14.873595642141868	14.95328230695881	14.808501650914733	14.935148701991173	15.144511509182792	14.826273847150684
Bisphenol degradation	18.062698653776216	18.53369613402204	0.0	0.0	0.0	0.0	18.779005300268278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.871491005730395	17.771605366510006	0.0	0.0	0.0	18.045625174808382	0.0	0.0	18.65059865866713	19.76821476863324	0.0	17.247741678469385	0.0	0.0	17.538295871687446	18.53400216611916	16.737029855020207	17.371788640806002	17.91174602130814	0.0	17.53871027894209	17.044687158012525	15.873282065380318	16.018015790232266	18.099480693732605	16.709336205490317	15.82995419826534	16.597477249658475	16.38515586280003	15.611500778526127	15.536626951977377	15.200441678650078	14.66209286300482	15.642075710893184	15.57944114088824	14.885814525540047	14.569613552420565	14.309595059162355	14.33816252025071	14.452771750325166	14.397098822494758	14.5766157220856	14.305216403927274	14.284340879584343	14.657703999886742	14.396062499774306
Butanoate metabolism	18.81598594482162	17.674841573132547	22.0158776526079	20.388339225646902	20.935146504584182	21.011141549880048	19.646272693748372	0.0	0.0	0.0	21.243267925079856	22.60075499463766	19.927081610089186	21.930757125293873	21.29096144098008	0.0	19.59545881788781	19.722637033235088	18.222833330980336	18.307210189407236	0.0	22.356052313002593	19.852055432190554	18.57521801480818	20.665369784260886	19.241086636917846	19.238683150982983	20.087086251281157	19.95613904886433	18.25120326389688	18.891716797588117	18.63328032278298	17.225857925316703	17.687936401839774	16.549208650439404	17.585576147031485	17.34960346264186	17.56874800452139	16.539704293785075	17.11362089159286	15.341423092826531	15.65137298598682	16.028715384213402	16.481074182393378	15.097388351203863	15.619852522531302	15.441819436723257	15.360181506361538	15.444832166432	15.249158699288376	14.96217564403329	15.450701445969138	15.416541576529116	15.198332040658686	14.875426013265812	14.835813254667718	14.804577206778827	14.882759778240173	14.784407479285344	14.902529469781289	14.742576416547767	14.800188416519907	14.927735625904214	14.866276588789269
C5-Branched dibasic acid metabolism	19.12928990156353	16.894346883788447	21.96948885555484	21.419399674441507	0.0	21.91872066097672	18.95426761284217	0.0	0.0	0.0	22.467745153634336	21.346751045866966	19.04471576274323	0.0	0.0	20.82944869249941	19.94532604679432	19.231437145989972	18.150717760953754	18.244208691703204	20.536002525938642	19.778149270750554	21.13418468825825	18.766562865618837	19.564429222466266	17.810098066982714	18.952604155994795	19.149777893897227	19.763506981129073	18.116064656540175	18.229900341450872	18.13450202263467	16.315762290276474	17.5545257201195	16.408168437730914	17.27633742704075	16.746176197784358	17.115180235908603	16.44868596970752	17.291377170728474	15.000680599331634	15.14233011114825	15.831498406319827	15.992517814654109	14.772911840428488	15.171099980285879	15.395026059716496	15.17783862855291	15.264357230343917	14.837324696811514	14.747910820186663	15.074731938078507	14.857026992150884	15.008319398785996	14.698651202295352	14.844928591562386	14.860520277681175	14.935448139634198	14.89867417499083	14.805121515282778	14.742032777112646	14.840517735623829	14.785648661590361	14.881984799688007
Carbon fixation in photosynthetic organisms	18.72564528081716	19.790905371837752	21.10939630221979	21.979303997695656	20.109193137493506	22.013311445128565	19.70613668076749	0.0	19.18247846619382	0.0	0.0	0.0	18.52363543955414	0.0	20.802961125190816	0.0	19.34151168748794	19.293903116579784	17.814370726058094	18.20818461217081	21.17421404662643	20.108570492169562	20.64211618061512	18.28154955944901	18.68997279919122	18.99135574030114	18.5296495069193	19.185337759776946	18.427306049087065	17.55534455169468	18.16500475335828	18.1148775863125	16.71377702236462	17.145768627863575	16.368906793368858	17.02155247000784	16.76553117161993	17.031362010964283	16.236826299960903	16.77693259260481	14.733882795347727	15.282637299091629	15.594732268809123	16.025345577494956	14.909447053883076	15.040949013068134	15.203540808767276	14.86733968006127	15.11506438429435	14.826310624827686	14.548369451700372	15.006271647004317	14.914642645193329	14.799203997882556	14.645679766780841	14.541967864776463	14.574881670156051	14.603285960491371	14.55701429304382	14.59085387014628	14.540898512901842	14.607626008369104	14.691537266539687	14.521845940663425
Carbon fixation pathways in prokaryotes	18.910857574443487	19.376872911883723	21.492234860351868	21.79761663310181	20.702970781523486	21.721062998055178	19.543548611668555	0.0	23.181015843780926	21.999127562043427	23.369627842903256	21.783033534023026	19.306892602310675	21.800098200546184	0.0	21.94255131705666	19.93125499202421	19.21777445127034	17.709378961506914	18.18630755058779	20.77536982740349	19.801393245657653	19.669122732771463	18.055761819942187	19.15066631125289	18.094106304531547	18.29842836301856	18.940723431159903	19.03610792125191	17.979411293067837	17.9855021025166	17.799645950410433	16.699498257617172	17.151591719802248	16.243480930954206	16.949019330191756	16.80915778824571	16.939474217211707	16.20231513178471	16.86696062775807	14.820259911491979	15.418244418911073	15.669563223879475	16.05754286801222	15.054537106239904	15.123646768024178	15.292357676059474	15.000170978034571	15.138625493870101	14.868350627353445	14.648422959660452	15.056395739049137	14.880771900568037	14.85794127504655	14.683026285931485	14.662375195874366	14.649737979670393	14.70480442159972	14.627767583774625	14.644012689582267	14.58891578409798	14.665581406067222	14.674751572441625	14.619634999500175
Carotenoid biosynthesis	21.591353556522847	0.0	0.0	0.0	0.0	0.0	20.632805101067326	0.0	0.0	0.0	0.0	0.0	17.848250389910355	0.0	0.0	0.0	20.338180873829373	0.0	0.0	0.0	0.0	0.0	20.654648027241343	18.773628325527245	0.0	19.710500980517338	0.0	18.030408006613406	20.489498802873513	0.0	18.9603054931925	0.0	17.32453551764516	17.413500764745628	16.9856504848201	18.472134410413577	17.12595064137719	17.878229246080544	16.6353857008753	17.730464527573233	14.879027058259132	15.761033104902014	16.204616701997754	16.23747409311611	15.320465989206191	15.328231862088536	15.829123425590893	15.288317994702584	15.299530181952292	14.776136172157663	14.96882466792646	15.077681311366844	14.812202730412684	14.96943808827195	14.848712826769946	14.74238761256677	14.93385272425643	14.92342445581739	14.902342781727729	14.92419674335939	14.842184195704228	14.9818563188963	14.874537315218868	14.922487312162117
Cell cycle - yeast	18.977010551087268	0.0	20.35176530732521	0.0	0.0	19.566875978758226	19.73594281078256	0.0	0.0	0.0	0.0	0.0	18.626793702842992	0.0	0.0	0.0	0.0	19.391968611144314	17.649913304022792	18.35932194690016	0.0	0.0	17.69464719337964	0.0	0.0	19.102091294517074	18.846813215660795	0.0	0.0	19.11693231431162	18.456368377414268	0.0	17.51542388265396	17.77921026382636	16.737827655035332	18.528077034296683	17.43709367278446	17.46609598416135	16.820870832005706	17.018522370201545	15.134522864464747	15.890290951007508	16.461261676300875	16.66675698870646	15.577982942271998	15.669972697900668	15.902354567596545	15.33107153907318	15.623247267428031	15.037734692803093	14.996922830511885	15.701773585090475	15.26103431696429	15.076160845907088	15.044561571139596	14.87982331929779	14.91794048833509	14.957302204807727	14.841792927653454	14.863156903214298	14.891585922772181	15.01601964396274	14.845794950748195	14.99060382025466
Chloroalkane and chloroalkene degradation	18.661399704535036	20.96127786247989	23.592070349733504	0.0	22.009778233472723	0.0	21.03151338634388	0.0	0.0	0.0	0.0	0.0	19.0569432266185	0.0	0.0	0.0	22.350410525118956	19.38129809360479	17.830751179399297	18.0013818012789	0.0	0.0	0.0	19.425059955361583	19.0590108227897	18.757961270347064	18.801923436875477	20.92651161123233	19.47000167950041	17.94941235472594	18.28162223609056	18.341235632914913	16.84225623395644	17.680108222761273	16.65765840416016	17.837868683270596	17.532418385371727	17.21404917603083	16.97640941404931	17.294972793728892	15.300745206380201	16.099554361223493	15.98562693501472	16.576572776909686	15.744040432835279	15.53911384483853	16.083741378978207	15.658380176207421	15.714638148981427	15.354068988442425	15.179289031162764	15.598262201376281	15.538326422629325	15.42533000578747	15.157534834533172	15.08378515731572	15.138786527934672	15.24031453018535	15.213100839865879	15.213702795479316	15.149468855726681	15.210189358893844	15.301894020624015	15.201216366759263
Chlorocyclohexane and chlorobenzene degradation	19.207668488564323	0.0	0.0	0.0	22.17683231813589	20.432030254752572	20.755383474261002	0.0	0.0	0.0	0.0	0.0	20.54049819832551	0.0	0.0	0.0	0.0	18.30562619497902	17.96133504100134	18.096348287058454	0.0	0.0	20.133732122789738	20.53677691520348	20.157548159885998	19.722187895327515	19.600939084112564	20.9876885712392	19.958852823074455	18.186167809494947	20.766873483555077	17.129134808454975	18.209202305836495	18.54100520337575	17.18060156403607	18.608625475366242	18.33046074316929	18.003147662524942	18.09025186178557	17.45996013668708	15.614143110810925	16.584815085854945	16.552742727228342	17.082085393578833	16.104804248479194	16.118248919200628	16.357024059362587	15.975272191456765	15.985987128209283	15.606877485702956	15.38678780644929	15.882045312309168	15.559253325862375	15.439084579239543	15.414143217484705	15.224542873198718	15.15359263566122	15.231938822007823	15.15037904511121	15.156851992341062	14.980778400321267	15.301311927410119	15.226730328434583	15.17519000509191
